PTO,ESTE,NORTE
1,807321.743,9157352.871
2,807327.332,9157385.827
3,807319.218,9157387.268
4,807316.279,9157399.54
5,807332.248,9157414.655
6,807329.004,9157417.89
7,807272.461,9157433.522
8,807280.693,9157469.948
9,807261.818,9157497.912
10,807277.914,9157488.302
11,807284.359,9157504.217
