,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212852114,A,,A,D2,Q,AR,OXI,0.096,1.357,230.742,2210,3801,12,0.043,44.374,0.046
S212852114,B,,B,M7,Q,AR,OXI,0.238,2.046,642.161,4973,8553,66,0.239,100.350,0.114
S212852114,C,,C,D4,STSD,AR,OXI,0.083,0.779,430.938,2084,4800,13,0.076,91.855,0.138
