PTO,ESTE,NORTE
1,807545.481,9157569.822
2,807552.55,9157567.077
3,807551.438,9157564.325
4,807546.954,9157564.165
5,807528.879,9157538.81
6,807520.6,9157532.396
7,807513.049,9157538.233
8,807503.921,9157529.171
9,807509.449,9157523.756
10,807491.068,9157509.516
11,807488.686,9157513.636
12,807514.031,9157588.114
13,807518.302,9157600.662
14,807526.138,9157623.69
15,807571.69,9157634.996
16,807582.81,9157616.449
17,807566.446,9157601.442
18,807555.849,9157575.234
