nombre,x,y,z,area,volumen,altura
227,810039.825,9158060.159,2645,34274,205644,6
227,810044.528,9158039.464,2645,34274,205644,6
227,810048.45,9157970.829,2645,34274,205644,6
227,810036.684,9157917.503,2645,34274,205644,6
227,810007.405,9157848.321,2645,34274,205644,6
227,809988.58,9157791.595,2645,34274,205644,6
227,809850.724,9157837.375,2645,34274,205644,6
227,809852.022,9157845.597,2645,34274,205644,6
227,809852.309,9157847.416,2645,34274,205644,6
227,809852.4,9157848.005,2645,34274,205644,6
227,809852.657,9157850.002,2645,34274,205644,6
227,809852.68,9157850.314,2645,34274,205644,6
227,809852.573,9157855.294,2645,34274,205644,6
227,809852.637,9157857.885,2645,34274,205644,6
227,809852.923,9157864.173,2645,34274,205644,6
227,809852.922,9157864.784,2645,34274,205644,6
227,809852.942,9157864.936,2645,34274,205644,6
227,809852.997,9157865.296,2645,34274,205644,6
227,809853.406,9157868.866,2645,34274,205644,6
227,809853.847,9157871.232,2645,34274,205644,6
227,809854.18,9157873.404,2645,34274,205644,6
227,809854.762,9157876.763,2645,34274,205644,6
227,809854.955,9157878.13,2645,34274,205644,6
227,809855.171,9157878.761,2645,34274,205644,6
227,809855.519,9157879.743,2645,34274,205644,6
227,809856.837,9157882.643,2645,34274,205644,6
227,809857.517,9157884.407,2645,34274,205644,6
227,809859.22,9157887.681,2645,34274,205644,6
227,809860.727,9157890.61,2645,34274,205644,6
227,809861.455,9157892.304,2645,34274,205644,6
227,809861.73,9157892.851,2645,34274,205644,6
227,809862.899,9157895.116,2645,34274,205644,6
227,809864.31,9157897.804,2645,34274,205644,6
227,809864.609,9157898.432,2645,34274,205644,6
227,809865.136,9157899.611,2645,34274,205644,6
227,809866.093,9157901.855,2645,34274,205644,6
227,809866.273,9157902.594,2645,34274,205644,6
227,809867.155,9157905.091,2645,34274,205644,6
227,809868.146,9157907.694,2645,34274,205644,6
227,809869.588,9157910.385,2645,34274,205644,6
227,809870.491,9157912.01,2645,34274,205644,6
227,809871.5,9157913.97,2645,34274,205644,6
227,809871.748,9157914.371,2645,34274,205644,6
227,809873.545,9157917.978,2645,34274,205644,6
227,809873.639,9157918.142,2645,34274,205644,6
227,809874.634,9157919.794,2645,34274,205644,6
227,809874.933,9157920.306,2645,34274,205644,6
227,809874.957,9157920.354,2645,34274,205644,6
227,809875.667,9157921.802,2645,34274,205644,6
227,809876.313,9157923.224,2645,34274,205644,6
227,809876.69,9157924.043,2645,34274,205644,6
227,809877.187,9157925.094,2645,34274,205644,6
227,809877.514,9157925.792,2645,34274,205644,6
227,809877.73,9157926.406,2645,34274,205644,6
227,809877.855,9157926.751,2645,34274,205644,6
227,809877.986,9157927.233,2645,34274,205644,6
227,809878.568,9157928.802,2645,34274,205644,6
227,809878.721,9157929.142,2645,34274,205644,6
227,809879.124,9157930.469,2645,34274,205644,6
227,809879.307,9157930.951,2645,34274,205644,6
