,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212964176,A,,A,D2,STSD,AR,OXI,0.123,0.538,-999.000,15262,35148,139,0.000,0.000,-999.000
S212964176,B,,B,M7,Q,AR,OXI,0.701,10.621,-999.000,11307,19449,439,0.000,0.000,-999.000
S212964176,C,,C,D2,STSD,AR,OXI,0.131,1.797,-999.000,2856,6578,28,0.000,0.000,-999.000
S212964176,D,,D,M7,Q,AR,OXI,0.636,9.679,-999.000,14714,25308,517,0.000,0.000,-999.000
