PTO,ESTE,NORTE
1,808229.353,9157403.271
2,808215.2,9157402.582
3,808172.196,9157422.378
4,808219.95,9157463.908
5,808209.962,9157466.285
6,808207.927,9157477.891
7,808163.043,9157477.296
8,808210.088,9157530.545
9,808196.64,9157534.905
10,808151.38,9157549.774
11,808203.719,9157574.361
12,808193.456,9157578.003
13,808157.783,9157590.951
