,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212772238,A,,A,M2,SDST,SI2,OXI,0.105,0.487,796.246,1032,2457,8,0.041,38.932,0.088
S212772238,B,,B,D4,STSD,AR,OXI,0.064,1.701,881.626,10212,23518,48,0.173,270.149,0.522
S212772238,C,,C,D5,ST,AR,SUL,0.049,1.231,-999.000,1555,3482,6,0.178,359.472,0.807
