,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212860226,A,,A,M5,STSD,AR,OXI,0.445,10.948,851.396,13431,30932,443,0.442,99.360,0.484
S212860226,B,,B,D4,FPD,AR,OXI,0.154,5.538,1174.584,2726,5561,28,0.783,508.175,0.270
S212860226,C,,C,M9,STSD,SI1,OXI,0.974,20.419,653.179,40234,92658,2903,0.703,72.176,0.690
S212860226,D,,D,M7,FPD,AR,OXI,0.905,9.454,662.795,3416,6968,203,0.283,31.274,0.944
S212860226,E,,E,M6,FPD,AR,OXI,0.266,4.212,607.493,1088,2220,19,0.025,9.318,1.249
S212860226,F,,F,D4,FPD,AR,OXI,0.204,4.483,536.541,2035,4152,27,0.513,250.940,1.045
