nombre;x;y;z;area;volumen;altura
228;808964.1243;9156311.371;2645;34749;208494;6
228;808964.1243;9156323.652;2645;34749;208494;6
228;808964.1261;9156342.657;2645;34749;208494;6
228;808953.9714;9156358.823;2645;34749;208494;6
228;808946.8255;9156378.496;2645;34749;208494;6
228;808944.3101;9156396.233;2645;34749;208494;6
228;808950.2023;9156415.781;2645;34749;208494;6
228;808954.5902;9156441.094;2645;34749;208494;6
228;808953.4618;9156459.088;2645;34749;208494;6
228;808957.4735;9156477.384;2645;34749;208494;6
228;808955.3419;9156501.77;2645;34749;208494;6
228;808954.3389;9156512.798;2645;34749;208494;6
228;808954.5896;9156531.594;2645;34749;208494;6
228;808945.0617;9156536.732;2645;34749;208494;6
228;808949.0684;9156557.723;2645;34749;208494;6
228;808952.7041;9156583.537;2645;34749;208494;6
228;808961.251;9156629.76;2645;34749;208494;6
228;808964.5105;9156639.033;2645;34749;208494;6
228;808979.3038;9156656.451;2645;34749;208494;6
228;808986.5751;9156679.633;2645;34749;208494;6
228;809003.3878;9156680.473;2645;34749;208494;6
228;809007.4097;9156686.754;2645;34749;208494;6
228;809008.6665;9156706.855;2645;34749;208494;6
228;809003.9428;9156734.68;2645;34749;208494;6
228;809001.5305;9156761.807;2645;34749;208494;6
228;809012.1849;9156785.718;2645;34749;208494;6
228;809016.4065;9156811.438;2645;34749;208494;6
228;809037.3674;9156823.984;2645;34749;208494;6
228;809070.3357;9156817.956;2645;34749;208494;6
228;809101.2938;9156814.138;2645;34749;208494;6
228;809119.9892;9156809.919;2645;34749;208494;6
228;809136.4734;9156810.12;2645;34749;208494;6
228;809164.1368;9156800.25;2645;34749;208494;6
228;809180.0178;9156791.811;2645;34749;208494;6
228;809182.6312;9156786.586;2645;34749;208494;6
228;809187.2548;9156774.329;2645;34749;208494;6
228;809202.737;9156755.568;2645;34749;208494;6
228;809213.7934;9156738.087;2645;34749;208494;6
228;809222.8396;9156727.437;2645;34749;208494;6
