nombre;x;y;z;area;volumen;altura
237;809975.002;9157795.984;2651;16364;98184;6
237;809825.959;9157819.757;2651;16364;98184;6
237;809825.3399;9157819.376;2651;16364;98184;6
237;809824.6712;9157819.061;2651;16364;98184;6
237;809823.4716;9157818.637;2651;16364;98184;6
237;809821.7761;9157817.995;2651;16364;98184;6
237;809821.5148;9157817.897;2651;16364;98184;6
237;809819.9946;9157817.317;2651;16364;98184;6
237;809818.8825;9157816.901;2651;16364;98184;6
237;809816.7258;9157815.876;2651;16364;98184;6
237;809814.5507;9157815.349;2651;16364;98184;6
237;809811.549;9157814.297;2651;16364;98184;6
237;809811.5445;9157814.296;2651;16364;98184;6
237;809811.4535;9157814.266;2651;16364;98184;6
237;809811.3846;9157814.261;2651;16364;98184;6
237;809810.5671;9157814.081;2651;16364;98184;6
237;809806.5513;9157813.26;2651;16364;98184;6
237;809805.8754;9157813.197;2651;16364;98184;6
237;809804.5625;9157812.686;2651;16364;98184;6
237;809804.134;9157812.475;2651;16364;98184;6
237;809802.0991;9157812.937;2651;16364;98184;6
237;809801.081;9157812.91;2651;16364;98184;6
237;809800.6829;9157812.884;2651;16364;98184;6
237;809797.3246;9157812.759;2651;16364;98184;6
237;809794.6421;9157812.635;2651;16364;98184;6
237;809793.1201;9157812.112;2651;16364;98184;6
237;809790.7326;9157812.523;2651;16364;98184;6
237;809789.0988;9157812.489;2651;16364;98184;6
237;809788.389;9157812.473;2651;16364;98184;6
237;809784.517;9157812.373;2651;16364;98184;6
237;809781.3349;9157812.334;2651;16364;98184;6
237;809779.3705;9157812.291;2651;16364;98184;6
237;809776.4176;9157812.129;2651;16364;98184;6
237;809775.1694;9157812.053;2651;16364;98184;6
237;809774.2981;9157812.019;2651;16364;98184;6
237;809770.8268;9157811.8;2651;16364;98184;6
237;809768.0439;9157811.396;2651;16364;98184;6
237;809767.7459;9157811.347;2651;16364;98184;6
237;809762.7637;9157810.588;2651;16364;98184;6
237;809762.0244;9157810.435;2651;16364;98184;6
237;809758.5056;9157809.483;2651;16364;98184;6
237;809757.0412;9157809.023;2651;16364;98184;6
237;809755.6462;9157808.586;2651;16364;98184;6
237;809753.2429;9157807.686;2651;16364;98184;6
237;809751.6847;9157806.95;2651;16364;98184;6
237;809750.8076;9157806.534;2651;16364;98184;6
237;809749.5336;9157805.887;2651;16364;98184;6
237;809748.5393;9157805.359;2651;16364;98184;6
237;809745.8287;9157803.79;2651;16364;98184;6
237;809745.4759;9157803.602;2651;16364;98184;6
237;809742.743;9157802.262;2651;16364;98184;6
237;809742.099;9157801.888;2651;16364;98184;6
237;809741.2854;9157801.466;2651;16364;98184;6
237;809739.1823;9157800.361;2651;16364;98184;6
237;809737.7613;9157799.539;2651;16364;98184;6
237;809737.0446;9157799.083;2651;16364;98184;6
237;809735.1481;9157798.069;2651;16364;98184;6
237;809734.325;9157797.662;2651;16364;98184;6
237;809733.6688;9157797.398;2651;16364;98184;6
237;809732.7558;9157796.988;2651;16364;98184;6
237;809732.2867;9157796.738;2651;16364;98184;6
237;809731.7705;9157796.66;2651;16364;98184;6
237;809730.6663;9157796.622;2651;16364;98184;6
237;809729.1928;9157796.469;2651;16364;98184;6
237;809728.131;9157796.291;2651;16364;98184;6
237;809727.2729;9157797.654;2651;16364;98184;6
237;809726.5886;9157798.903;2651;16364;98184;6
237;809726.0698;9157799.71;2651;16364;98184;6
237;809725.3815;9157801.306;2651;16364;98184;6
237;809724.5377;9157802.62;2651;16364;98184;6
237;809721.8652;9157801.255;2651;16364;98184;6
237;809719.8222;9157800.404;2651;16364;98184;6
237;809717.0438;9157799.417;2651;16364;98184;6
237;809714.7045;9157798.319;2651;16364;98184;6
237;809714.0666;9157797.923;2651;16364;98184;6
237;809713.898;9157797.812;2651;16364;98184;6
237;809711.8743;9157796.402;2651;16364;98184;6
237;809711.2315;9157795.996;2651;16364;98184;6
237;809710.8005;9157795.671;2651;16364;98184;6
237;809705.8376;9157792.418;2651;16364;98184;6
237;809702.993;9157787.016;2651;16364;98184;6
237;809707.008;9157769.16;2651;16364;98184;6
237;809710.142;9157769.416;2651;16364;98184;6
237;809712.204;9157769.654;2651;16364;98184;6
237;809714.295;9157769.843;2651;16364;98184;6
237;809716.273;9157770.392;2651;16364;98184;6
237;809718.352;9157770.505;2651;16364;98184;6
237;809720.396;9157770.75;2651;16364;98184;6
237;809722.394;9157771.379;2651;16364;98184;6
237;809724.412;9157772.155;2651;16364;98184;6
237;809726.455;9157772.607;2651;16364;98184;6
237;809728.632;9157772.621;2651;16364;98184;6
237;809730.767;9157772.879;2651;16364;98184;6
237;809732.748;9157773.382;2651;16364;98184;6
237;809734.809;9157773.29;2651;16364;98184;6
237;809736.977;9157773.767;2651;16364;98184;6
237;809739.348;9157773.758;2651;16364;98184;6
237;809741.89;9157773.685;2651;16364;98184;6
237;809744.453;9157773.681;2651;16364;98184;6
237;809746.959;9157774.317;2651;16364;98184;6
237;809749.584;9157774.589;2651;16364;98184;6
237;809752.033;9157775.341;2651;16364;98184;6
237;809754.461;9157776.143;2651;16364;98184;6
237;809756.822;9157777.19;2651;16364;98184;6
237;809759.49;9157777.478;2651;16364;98184;6
237;809762.068;9157778.351;2651;16364;98184;6
237;809764.601;9157779.135;2651;16364;98184;6
237;809766.948;9157780.111;2651;16364;98184;6
237;809769.627;9157780.511;2651;16364;98184;6
237;809772.274;9157780.522;2651;16364;98184;6
237;809774.858;9157780.653;2651;16364;98184;6
237;809777.493;9157780.698;2651;16364;98184;6
237;809780.044;9157780.692;2651;16364;98184;6
237;809782.709;9157780.693;2651;16364;98184;6
237;809785.322;9157780.862;2651;16364;98184;6
237;809787.896;9157780.608;2651;16364;98184;6
237;809790.529;9157780.092;2651;16364;98184;6
237;809793.044;9157780.539;2651;16364;98184;6
237;809795.601;9157780.592;2651;16364;98184;6
237;809797.133;9157778.569;2651;16364;98184;6
237;809797.623;9157776.055;2651;16364;98184;6
237;809798.052;9157773.41;2651;16364;98184;6
237;809798.615;9157770.841;2651;16364;98184;6
237;809798.862;9157768.23;2651;16364;98184;6
237;809799.448;9157765.665;2651;16364;98184;6
237;809800.044;9157763.002;2651;16364;98184;6
237;809800.719;9157760.591;2651;16364;98184;6
237;809800.953;9157758.064;2651;16364;98184;6
237;809800.964;9157755.485;2651;16364;98184;6
237;809801.579;9157752.957;2651;16364;98184;6
237;809801.806;9157750.305;2651;16364;98184;6
237;809802.288;9157747.718;2651;16364;98184;6
237;809802.604;9157745.219;2651;16364;98184;6
237;809802.966;9157742.62;2651;16364;98184;6
237;809803.234;9157740.052;2651;16364;98184;6
237;809803.494;9157737.481;2651;16364;98184;6
237;809804.157;9157734.982;2651;16364;98184;6
237;809804.441;9157732.381;2651;16364;98184;6
237;809804.192;9157729.792;2651;16364;98184;6
237;809804.2492;9157728.392;2651;16364;98184;6
237;809808.0132;9157729.148;2651;16364;98184;6
237;809815.1333;9157729.789;2651;16364;98184;6
237;809827.9834;9157729.503;2651;16364;98184;6
237;809849.0679;9157726.667;2651;16364;98184;6
237;809861.3691;9157725.718;2651;16364;98184;6
237;809884.2612;9157725.53;2651;16364;98184;6
237;809923.124;9157726.4;2651;16364;98184;6
237;809952.4097;9157725.501;2651;16364;98184;6
