nombre;x;y;z;area;volumen;altura
238;809958.8706;9157371.793;2639;13909;83454;6
238;809887.1411;9157363.714;2639;13909;83454;6
238;809887.448;9157362.071;2639;13909;83454;6
238;809887.773;9157359.92;2639;13909;83454;6
238;809887.85;9157357.9;2639;13909;83454;6
238;809888.04;9157355.824;2639;13909;83454;6
238;809888.02;9157353.771;2639;13909;83454;6
238;809888.231;9157351.671;2639;13909;83454;6
238;809888.392;9157349.645;2639;13909;83454;6
238;809888.46;9157347.502;2639;13909;83454;6
238;809888.617;9157345.342;2639;13909;83454;6
238;809888.778;9157343.197;2639;13909;83454;6
238;809888.991;9157341.119;2639;13909;83454;6
238;809888.996;9157338.837;2639;13909;83454;6
238;809889.025;9157336.644;2639;13909;83454;6
238;809889.213;9157334.528;2639;13909;83454;6
238;809889.47;9157332.473;2639;13909;83454;6
238;809889.902;9157330.402;2639;13909;83454;6
238;809890.152;9157328.318;2639;13909;83454;6
238;809890.453;9157326.232;2639;13909;83454;6
238;809890.793;9157324.124;2639;13909;83454;6
238;809891.289;9157321.943;2639;13909;83454;6
238;809891.237;9157319.513;2639;13909;83454;6
238;809891.721;9157317.906;2639;13909;83454;6
238;809892.084;9157315.755;2639;13909;83454;6
238;809892.203;9157313.681;2639;13909;83454;6
238;809892.309;9157312.492;2639;13909;83454;6
238;809892.929;9157310.236;2639;13909;83454;6
238;809893.406;9157305.698;2639;13909;83454;6
238;809893.655;9157300.733;2639;13909;83454;6
238;809894.894;9157294.907;2639;13909;83454;6
238;809895.699;9157290.216;2639;13909;83454;6
238;809896.433;9157283.981;2639;13909;83454;6
238;809896.84;9157280.675;2639;13909;83454;6
238;809897.505;9157276.998;2639;13909;83454;6
238;809897.835;9157272.898;2639;13909;83454;6
238;809898.917;9157268.325;2639;13909;83454;6
238;809899.74;9157264.437;2639;13909;83454;6
238;809900.629;9157259.805;2639;13909;83454;6
238;809901.831;9157255.081;2639;13909;83454;6
238;809902.307;9157250.243;2639;13909;83454;6
238;809903.129;9157246.612;2639;13909;83454;6
238;809904.082;9157242.951;2639;13909;83454;6
238;809905.302;9157239.164;2639;13909;83454;6
238;809906.161;9157235.452;2639;13909;83454;6
238;809906.952;9157231.918;2639;13909;83454;6
238;809908.791;9157228.744;2639;13909;83454;6
238;809909.973;9157224.312;2639;13909;83454;6
238;809911.298;9157220.545;2639;13909;83454;6
238;809912.154;9157217.983;2639;13909;83454;6
238;809913.683;9157213.542;2639;13909;83454;6
238;809914.913;9157209.116;2639;13909;83454;6
238;809916.146;9157205.314;2639;13909;83454;6
238;809916.4473;9157203.149;2639;13909;83454;6
238;809915.046;9157185.348;2639;13909;83454;6
238;809917.613;9157184.831;2639;13909;83454;6
238;809919.573;9157183.094;2639;13909;83454;6
238;809921.128;9157181.792;2639;13909;83454;6
238;809922.754;9157180.524;2639;13909;83454;6
238;809924.358;9157179.091;2639;13909;83454;6
238;809925.896;9157177.589;2639;13909;83454;6
238;809927.288;9157176.006;2639;13909;83454;6
238;809928.931;9157174.723;2639;13909;83454;6
238;809930.373;9157173.259;2639;13909;83454;6
238;809931.723;9157172.286;2639;13909;83454;6
238;809933.543;9157171.477;2639;13909;83454;6
238;809935.614;9157170.089;2639;13909;83454;6
238;809937.189;9157168.876;2639;13909;83454;6
238;809938.816;9157167.868;2639;13909;83454;6
238;809940.575;9157166.89;2639;13909;83454;6
238;809942.441;9157165.871;2639;13909;83454;6
238;809944.349;9157164.481;2639;13909;83454;6
238;809945.671;9157163.188;2639;13909;83454;6
238;809947.346;9157162.419;2639;13909;83454;6
238;809949.332;9157161.344;2639;13909;83454;6
238;809951.173;9157160.625;2639;13909;83454;6
238;809953.016;9157159.813;2639;13909;83454;6
238;809954.882;9157158.566;2639;13909;83454;6
238;809956.933;9157157.714;2639;13909;83454;6
238;809958.724;9157156.927;2639;13909;83454;6
238;809960.604;9157156.363;2639;13909;83454;6
238;809962.678;9157156.18;2639;13909;83454;6
238;809964.926;9157155.465;2639;13909;83454;6
238;809967.313;9157154.104;2639;13909;83454;6
238;809980.2246;9157184.645;2639;13909;83454;6
