PTO,ESTE,NORTE
1,808036.984,9157454.11
2,808043.622,9157457.196
3,808067.267,9157467.156
4,808036.088,9157472.359
5,808055.695,9157488.633
6,808036.029,9157506.853
7,808019.15,9157489.142
