,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212844101,A,,A,D1,SD,SI2,OXI,0.022,0.630,117.073,20098,49119,35,0.010,44.860,0.066
S212844101,B,,B,M1,SD,SI2,OXI,0.196,0.885,574.500,8485,20737,131,0.161,82.468,0.124
S212844101,C,,C,D2,ST,AR,OXI,0.027,0.531,359.899,32552,72883,62,0.010,38.065,0.070
