Blast: S212764063, estimation by block model
Grade_Block,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,agcn,ptaucn,s
A,D2,STSD,AR,OXI,0.031,0.548,408,2237,5152,5,0.014,,44,0.03
B,M1,SD,SI2,OXI,0.511,7.939,1011,45828,112005,1841,0.516,,101,0.15
C,D2,STSD,AR,OXI,0.084,3.301,388,6484,14933,40,0.051,,61,0.10

