PTO,ESTE,NORTE
1,807832.922,9157551.322
2,807806.685,9157563.083
3,807807.662,9157577.558
4,807778.348,9157584.032
5,807772.291,9157579.834
6,807758.593,9157591.113
7,807751.369,9157631.142
8,807775.971,9157654.932
9,807806.351,9157662.52
10,807818.727,9157642.282
11,807849.961,9157625.124
12,807845.192,9157672.22
13,807881.486,9157678.179
