Blast: S212780047, estimation by block model
Grade_Block,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,agcn,ptaucn,s
A,M7,Q,AR,OXI,0.364,2.339,546,1319,2269,27,0.326,,89,0.04
B,D2,Q,AR,OXI,0.069,1.332,618,4575,7869,17,0.038,,56,0.04
C,M1,SD,SI2,OXI,0.221,2.525,745,22288,54471,386,0.228,,104,0.13
D,D2,ST,AR,OXI,0.060,0.734,300,9321,20870,40,0.042,,70,0.04

