,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212852105,A,,A,D4,Q,AR,OXI,0.123,1.588,354.840,8589,14774,58,0.102,83.401,0.157
S212852105,B,,B,M6,Q,AR,OXI,0.191,1.820,428.385,4372,7520,46,0.173,90.491,0.082
S212852105,C,,C,D2,ST,AR,OXI,0.088,1.239,465.759,4231,9472,27,0.076,86.833,0.068
