,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212908115,A,,A,D2,Q,AR,OXI,0.085,1.813,337.262,18161,31236,85,0.051,59.632,0.082
S212908115,B,,B,M7,Q,AR,OXI,0.387,3.814,1004.386,7315,12581,156,0.248,64.113,0.308
S212908115,C,,C,M1,SD,SI2,OXI,1.102,14.721,1065.067,3433,8390,297,0.465,42.218,0.656
