PTO,ESTE,NORTE
1,807590.843,9157509.697
2,807603.742,9157497.868
3,807614.108,9157505.333
4,807608.984,9157513.582
5,807616.379,9157486.725
6,807637.271,9157467.122
7,807647.914,9157497.375
8,807634.86,9157507.425
9,807611.584,9157525.344
10,807612.412,9157530.901
11,807614.578,9157545.428
12,807605.886,9157549.945
13,807612.448,9157573.774
14,807627.893,9157569.442
15,807628.074,9157529.739
16,807639.492,9157566.188
17,807635.813,9157547.011
18,807657.511,9157524.652
