PTO,ESTE,NORTE
1,808145.559,9157366.256
2,808155.125,9157359.014
3,808161.421,9157350.893
4,808143.428,9157350.954
5,808156.152,9157343.488
6,808156.328,9157334.793
7,808161.599,9157333.957
8,808163.57,9157308.624
9,808158.542,9157308.591
10,808158.885,9157297.611
11,808146.918,9157297.186
12,808147.937,9157274.496
13,808166.833,9157272.431
