,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212852119,A,,A,M5,STSD,AR,OXI,0.742,1.898,800.513,18111,41710,996,0.702,94.489,0.147
S212852119,B,,B,M5,STSD,AR,OXI,0.510,1.557,813.933,8972,20662,339,0.446,87.494,0.149
