Blast: S212884017, estimation by block model
Grade_Block,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,agcn,ptaucn,s
A,M5,STSD,AR,OXI,0.458,4.033,785,28324,65231,961,0.410,,89,0.18
B,M9,STSD,SI1,OXI,0.840,15.911,1176,6880,15845,428,0.790,,94,0.37
C,M2,SDST,SI2,OXI,0.470,2.585,690,7151,17020,257,0.382,,81,0.12

