PTO,ESTE,NORTE
1,808107.355,9157434.512
2,808170.982,9157430.678
3,808169.731,9157464.82
4,808155.705,9157462.747
5,808100.896,9157471.605
6,808088.85,9157462.129
7,808123.502,9157604.956
