,,Block Model
Blast,Grade Block,Name,Grade block name,material,lito,alte,orezonet,au,ag,as,volume,tonnes,onzas,aucn,ptaucn,s
S212836228,A,,A,M1,SD,SI2,OXI,0.138,0.835,503.383,3117,7619,34,0.277,201.352,-999.000
S212836228,B,,B,D2,Q,AR,OXI,0.140,1.357,492.616,3797,6532,29,0.243,172.902,-999.000
S212836228,C,,C,M7,Q,AR,OXI,0.412,7.241,-999.000,5259,9045,120,0.000,0.000,-999.000
S212836228,D,,D,D2,Q,AR,OXI,0.149,3.179,703.652,2407,4140,20,0.224,150.219,0.010
